Program	Witness Set
>+[[<]>>-o]	(('', '10'), ('00', '0'), ('01', ''))
-[o<+]>+oo	(('', '10'), ('0', '00'), ('01', ''))
>+[<-[o<]+o]	(('', '10'), ('0', '01'), ('01', ''))
>+[>-o<+]	(('', '10'), ('0', '10'), ('01', ''))
>-[<-o]+<o	(('', '11'), ('00', '0'), ('01', ''))
>+[<-]>oo	(('', '11'), ('0', '00'), ('01', ''))
>+[<[o<]-o]	(('', '11'), ('0', '01'), ('01', ''))
>+[+o[<]]>o	(('', '11'), ('0', '10'), ('01', ''))
>-[-[o<]]	(('1', '01'), ('10', ''), ('11', ''))
>-[-o[<]]>o	(('', '00'), ('1', '01'), ('10', ''))
>-[<[o<]+o]	(('', '00'), ('1', '10'), ('10', ''))
>-[<+]>oo	(('', '00'), ('1', '11'), ('10', ''))
+o>-[<-]>o	(('', '01'), ('0', '10'), ('10', ''))
>-[<+[o<]-o]	(('', '01'), ('1', '10'), ('10', ''))
+[o<-]>-oo	(('', '01'), ('1', '11'), ('10', ''))
+[[>]<<-o]	(('', '10'), ('00', '0'), ('10', ''))
>-[<]>o<<+o	(('', '10'), ('0', '00'), ('10', ''))
[>]<-o<-<o	(('', '10'), ('1', '01'), ('10', ''))
>-o[<+]>o	(('', '10'), ('1', '11'), ('10', ''))
-[>-oo>]>o	(('', '11'), ('00', '0'), ('10', ''))
[+o]>-oo	(('', '11'), ('00', '1'), ('10', ''))
>+[>+o-<+]	(('', '00'), ('10', '0'), ('11', ''))
>+[<[o>]+>]	(('', '00'), ('1', '10'), ('11', ''))
>+[<]>oo	(('', '00'), ('1', '11'), ('11', ''))
[>]<+o<+o	(('', '01'), ('0', '10'), ('11', ''))
>+[<+[o<]-o]	(('', '01'), ('1', '10'), ('11', ''))
>+[<]->[o<]	(('', '01'), ('1', '11'), ('11', ''))
>+[<[o>]->]	(('', '10'), ('0', '00'), ('11', ''))
[>]+<+<+o>o	(('', '10'), ('0', '01'), ('11', ''))
>+[<<>-o+]>o	(('', '10'), ('1', '01'), ('11', ''))
>+[<<-o>]>o	(('', '10'), ('1', '11'), ('11', ''))
>+[<[<-]-o]	(('', '11'), ('00', '0'), ('11', ''))
+[<-o]>+o	(('', '11'), ('10', '1'), ('11', ''))
+[<]>+oo	(('', '11'), ('1', '00'), ('11', ''))
>+[<-]o>o	(('', '11'), ('1', '10'), ('11', ''))
-[<-]-o	(('', '0'), ('0', '1'), ('1', '0'))
>-[<-]>o	(('0', '1'), ('1', '0'), ('10', ''))
>+[<+]>o	(('0', '1'), ('1', '0'), ('11', ''))
->-[<o]	(('0', ''), ('1', '0'), ('101', ''))
+[>+o>]	(('0', '0'), ('00', '1'), ('1', ''))
>+<+[>]<o	(('0', '0'), ('01', '1'), ('1', ''))
+[>+[+<]+o]	(('', '000'), ('0', '0'), ('1', ''))
+[>>+o[<+]o]	(('', '001'), ('0', '0'), ('1', ''))
+[>+o-<+o]	(('', '010'), ('0', '0'), ('1', ''))
+[+[o>]+o<]	(('', '100'), ('0', '0'), ('1', ''))
+[+[o<+]+o<]	(('', '101'), ('0', '0'), ('1', ''))
+[+[<+]+o>o]	(('', '110'), ('0', '0'), ('1', ''))
+[+>+[<]>o>]	(('', '111'), ('0', '0'), ('1', ''))
+[o+[<+]]	(('', '001'), ('0', '1'), ('1', ''))
+o[+[o-]]	(('', '010'), ('0', '1'), ('1', ''))
[->]<-o-<oo	(('', '100'), ('0', '1'), ('1', ''))
+[+[o-]<-o]	(('', '101'), ('0', '1'), ('1', ''))
+[>-o+<+o]	(('', '111'), ('0', '1'), ('1', ''))
+[+<]>-o	(('', '0'), ('1', '1'), ('100', ''))
>+>-[<]>o	(('', '0'), ('1', '1'), ('110', ''))
>+>+[<]>o	(('', '0'), ('1', '1'), ('111', ''))
>->-[<]>o	(('', '1'), ('0', '0'), ('000', ''))
>->+[<]>o	(('', '1'), ('0', '0'), ('001', ''))
-[-<]>+o	(('', '1'), ('0', '0'), ('010', ''))
[>]<+<+o	(('', '1'), ('0', '0'), ('110', ''))
+[>+o-<-o]	(('', '0'), ('0', '000'), ('1', ''))
+[-[o+]<+o]	(('', '0'), ('0', '010'), ('1', ''))
+[>+o+[<-]o]	(('', '0'), ('0', '011'), ('1', ''))
+o[-[o+]]	(('', '0'), ('0', '101'), ('1', ''))
+[o-[<-]]	(('', '0'), ('0', '110'), ('1', ''))
>+[+<]>o	(('', '1'), ('010', '0'), ('1', ''))
+[>>-o>]	(('', '1'), ('011', '0'), ('1', ''))
+[->-[<]>o>]	(('', '1'), ('0', '000'), ('1', ''))
+[+[<-o]+oo]	(('', '1'), ('0', '001'), ('1', ''))
+[-[o<-]-o<]	(('', '1'), ('0', '010'), ('1', ''))
+[-[o>]-o<]	(('', '1'), ('0', '011'), ('1', ''))
+[>-o<-o]	(('', '1'), ('0', '100'), ('1', ''))
+[>-o+<-o]	(('', '1'), ('0', '101'), ('1', ''))
+[>>-o[<-]o]	(('', '1'), ('0', '110'), ('1', ''))
[+oo<]-<>o	(('', '1'), ('0', '111'), ('1', ''))
>>-[+o]	(('000', ''), ('001', '1'))
>-[>o]	(('000', ''), ('011', '1'))
o>-[<oo]	(('0', '000'), ('00', '0'))
o+>-[<-o]	(('0', '001'), ('00', '0'))
o>-[o<]	(('0', '010'), ('00', '0'))
o>-oo	(('0', '011'), ('00', '0'))
o-o>-o	(('00', '0'), ('1', '101'))
>-[oo>]+o	(('0', '110'), ('00', '0'))
o>-o<-o	(('00', '0'), ('1', '110'))
>-[oo>]<o	(('0', '111'), ('00', '0'))
[>+]<o	(('001', '1'), ('01', '0'))
[>]<<o	(('01', '0'), ('011', '1'))
o>+oo	(('0', '000'), ('01', '0'))
o>+[o+]	(('0', '001'), ('01', '0'))
>+[o+]<o	(('0', '010'), ('01', '0'))
o>+[+o<]	(('0', '011'), ('01', '0'))
>-o-[o+]	(('0', '101'), ('01', '0'))
>+[+o<]+o	(('0', '110'), ('01', '0'))
>-o-[+o<]	(('0', '111'), ('01', '0'))
+[<]+o<oo	(('0', '000'), ('10', '0'))
[-o>]<oo	(('1', '000'), ('10', '0'))
+[<+oo]>o	(('0', '001'), ('10', '0'))
[>]+[o<-]	(('1', '001'), ('10', '0'))
-o>-[o<]	(('1', '010'), ('10', '0'))
>-[o<]<-o	(('1', '111'), ('10', '0'))
>+[o<]<-o	(('1', '011'), ('11', '0'))
>-o-[o<]	(('1', '101'), ('11', '0'))
>+[<o>+]+o	(('1', '110'), ('11', '0'))
>-o-[<oo]	(('1', '111'), ('11', '0'))
>+o+[<oo]	(('0', '000'), ('00', '1'))
>+[o+[<+]]	(('0', '001'), ('00', '1'))
>+o+[o<]	(('0', '010'), ('00', '1'))
>-[o<]<+o	(('0', '100'), ('00', '1'))
>+[o<]<+o	(('0', '000'), ('01', '1'))
+o>+[o<]	(('0', '101'), ('01', '1'))
[>]-[o<+]	(('0', '110'), ('01', '1'))
-[<-oo]>o	(('01', '1'), ('1', '110'))
[+o>]<oo	(('0', '111'), ('01', '1'))
-[<]-o<oo	(('01', '1'), ('1', '111'))
[>-]<o	(('10', '1'), ('110', '0'))
>+o+[-o<]	(('1', '000'), ('10', '1'))
>+o+[<-o]	(('1', '001'), ('10', '1'))
>+o+[o-]	(('1', '010'), ('10', '1'))
>-[o-]<o	(('0', '100'), ('10', '1'))
o>-[-o<]	(('1', '100'), ('10', '1'))
o>-[o-]	(('1', '110'), ('10', '1'))
>+[oo>]<o	(('1', '000'), ('11', '1'))
o>+o<+o	(('0', '001'), ('11', '1'))
>+[oo>]-o	(('1', '001'), ('11', '1'))
o+o>+o	(('0', '010'), ('11', '1'))
o>+[o<]	(('1', '101'), ('11', '1'))
o->+[<+o]	(('1', '110'), ('11', '1'))
o>+[<oo]	(('1', '111'), ('11', '1'))
o>>+o	(('0', '00'), ('001', '0'))
[>]<o<+o	(('0', '00'), ('011', '1'))
>+oo[<-]o	(('0', '00'), ('1', '001'))
>+o<o-o	(('0', '00'), ('1', '010'))
-[<+o]+oo	(('0', '00'), ('1', '011'))
o[>+o<-]	(('0', '00'), ('1', '101'))
oo-[+o]	(('0', '00'), ('1', '111'))
-o>>+o	(('1', '00'), ('101', '0'))
>+oo[<+]o	(('0', '000'), ('1', '00'))
+>+[o<]>o	(('0', '011'), ('1', '00'))
+[o>]+oo	(('0', '100'), ('1', '00'))
+[o<]+o<>o	(('0', '101'), ('1', '00'))
+[<+]+oo-o	(('0', '110'), ('1', '00'))
+[<+]+oo>o	(('0', '111'), ('1', '00'))
o>>-o	(('0', '01'), ('010', '0'))
->+[o<]-o	(('0', '01'), ('1', '001'))
>+o[+o<-]	(('0', '01'), ('1', '011'))
o-[o<+]-o	(('0', '01'), ('1', '100'))
o>+[+o<-]	(('0', '01'), ('1', '111'))
-o>>-o	(('1', '01'), ('110', '0'))
>-[-o<o+]	(('0', '000'), ('1', '01'))
>+o<o+o	(('0', '001'), ('1', '01'))
+[o>]+o<-o	(('0', '100'), ('1', '01'))
+[o>]+o+o	(('0', '101'), ('1', '01'))
+[oo<]+o<-o	(('0', '110'), ('1', '01'))
>-[<+]+[o>]	(('0', '111'), ('1', '01'))
+o>>+o	(('0', '10'), ('001', '1'))
>+[<-]-[o>]	(('0', '10'), ('1', '000'))
-[oo<]-o<+o	(('0', '10'), ('1', '001'))
-[o>]-o-o	(('0', '10'), ('1', '010'))
-[o>]-o<+o	(('0', '10'), ('1', '011'))
>-o<o-o	(('0', '10'), ('1', '110'))
>+[+o<o-]	(('0', '10'), ('1', '111'))
o>+o[<+]o	(('0', '000'), ('1', '10'))
o+[o<-]+o	(('0', '011'), ('1', '10'))
>-o[-o<+]	(('0', '100'), ('1', '10'))
+>-[o<]+o	(('0', '110'), ('1', '10'))
+o>>-o	(('0', '11'), ('010', '1'))
+[o<-]+ooo	(('0', '11'), ('1', '000'))
+[<+]+oo+o	(('0', '11'), ('1', '001'))
-[o<]-o<>o	(('0', '11'), ('1', '010'))
-[o>]-oo	(('0', '11'), ('1', '011'))
->-[o<]>o	(('0', '11'), ('1', '100'))
>-oo[<-]o	(('0', '11'), ('1', '111'))
[>]<o<-o	(('1', '11'), ('100', '0'))
oo+[-o]	(('0', '000'), ('1', '11'))
o[>-o<+]	(('0', '010'), ('1', '11'))
+[<-o]-oo	(('0', '100'), ('1', '11'))
>-o<o+o	(('0', '101'), ('1', '11'))
>-oo[<+]o	(('0', '110'), ('1', '11'))
>-[<+o]>o	(('', '000'), ('000', '0'))
>>>+o<+oo	(('', '000'), ('001', '0'))
<+o>>+oo	(('', '000'), ('010', '0'))
>+o>+oo	(('', '000'), ('001', '1'))
>+oo[<]>o	(('', '000'), ('1', '001'))
>+[-[o<]-]	(('', '000'), ('1', '010'))
>+o[<]>oo	(('', '000'), ('1', '011'))
<+[>]<o<oo	(('', '000'), ('1', '100'))
[o<+o+]+ooo	(('', '000'), ('1', '101'))
<+[>]<oo<o	(('', '000'), ('1', '110'))
[<+]+ooo	(('', '000'), ('1', '111'))
+o>+o>-o	(('', '001'), ('010', '1'))
>+oo+[<]>o	(('', '001'), ('0', '000'))
>+o[<-]-o>o	(('', '001'), ('0', '010'))
-[>+[<]+o]	(('', '001'), ('1', '010'))
->+[o<-]	(('', '001'), ('0', '011'))
>+[o<]>o+o	(('', '001'), ('1', '011'))
+o>+o[<+]>o	(('', '001'), ('0', '100'))
[o<]+oo<-o	(('', '001'), ('1', '100'))
+o>+o+o	(('', '001'), ('0', '101'))
<+[>]<o<o+o	(('', '001'), ('1', '101'))
+oo+[<+]+o	(('', '001'), ('0', '110'))
[<+]+oo>-o	(('', '001'), ('1', '110'))
>+[<]>oo<-o	(('', '001'), ('1', '111'))
>>+[o+]+o	(('', '010'), ('001', '0'))
>+o+o>+o	(('', '010'), ('101', '1'))
>-[<]+o>o<o	(('', '010'), ('0', '000'))
+[>+[<]+o]	(('', '010'), ('0', '001'))
[>]+o<-o<-o	(('', '010'), ('1', '001'))
>+o+o-o	(('', '010'), ('0', '010'))
>+o[<]-o>o	(('', '010'), ('1', '011'))
[<+]+o<-o>o	(('', '010'), ('0', '100'))
+[o<-]-o-oo	(('', '010'), ('1', '100'))
>+[<-]-o>o<o	(('', '010'), ('0', '101'))
[<+]+o>-o<o	(('', '010'), ('1', '101'))
>+[<]>o<-o-o	(('', '010'), ('1', '110'))
>+[<]>o<-o>o	(('', '010'), ('1', '111'))
<+o>>-oo	(('', '011'), ('100', '0'))
>>+o+oo	(('', '011'), ('110', '1'))
>+o+[<]>oo	(('', '011'), ('0', '000'))
>+[[o<-]+]	(('', '011'), ('0', '001'))
>+o+o[<]>o	(('', '011'), ('0', '010'))
+o+[<+]+oo	(('', '011'), ('0', '100'))
[<+]+o>-oo	(('', '011'), ('1', '100'))
+o>-[<+]+o>o	(('', '011'), ('0', '101'))
[o<+]+o+oo	(('', '011'), ('1', '101'))
+o>-o[<+]+o	(('', '011'), ('0', '110'))
+[o<]-oo<+o	(('', '011'), ('1', '110'))
>+[<]>o<-oo	(('', '011'), ('1', '111'))
>>-o-oo	(('', '100'), ('001', '0'))
<-o>>+oo	(('', '100'), ('010', '1'))
>-[<]>o<+oo	(('', '100'), ('0', '000'))
-[o<]+oo<-o	(('', '100'), ('0', '001'))
-o>+o[<+]>o	(('', '100'), ('1', '001'))
[o<-]-o-oo	(('', '100'), ('0', '010'))
+[<+]+o<-o>o	(('', '100'), ('1', '010'))
[<-]-o>+oo	(('', '100'), ('0', '011'))
-o+[<+]+oo	(('', '100'), ('1', '011'))
>-o-o[<]>o	(('', '100'), ('1', '101'))
>-[[o<+]-]	(('', '100'), ('1', '110'))
>+[<]-o>oo	(('', '100'), ('1', '111'))
>-o-o>-o	(('', '101'), ('010', '0'))
>>-[o-]-o	(('', '101'), ('110', '1'))
>-[<]>o<+o>o	(('', '101'), ('0', '000'))
>-[<]>o<+o+o	(('', '101'), ('0', '001'))
[<-]-o>+o<o	(('', '101'), ('0', '010'))
>-[<+]+o>o<o	(('', '101'), ('1', '010'))
-[o<+]+o+oo	(('', '101'), ('0', '011'))
[<-]-o<+o>o	(('', '101'), ('1', '011'))
>-o[<]+o>o	(('', '101'), ('0', '100'))
>-o-o+o	(('', '101'), ('0', '101'))
[>]-o<+o<+o	(('', '101'), ('0', '110'))
-[>-[<]-o]	(('', '101'), ('1', '110'))
>+[<]-o>o<o	(('', '101'), ('1', '111'))
-o>-o>+o	(('', '110'), ('101', '0'))
>-[<]>oo<+o	(('', '110'), ('0', '000'))
[<-]-oo>+o	(('', '110'), ('0', '001'))
-oo+[<+]+o	(('', '110'), ('1', '001'))
<-[>]<o<o-o	(('', '110'), ('0', '010'))
-o>-o-o	(('', '110'), ('1', '010'))
[o<]-oo<+o	(('', '110'), ('0', '011'))
-o>-o[<+]+o	(('', '110'), ('1', '011'))
>-[o<]>o-o	(('', '110'), ('0', '100'))
+[>-[<]-o]	(('', '110'), ('0', '101'))
>-o[<+]+o>o	(('', '110'), ('1', '101'))
>+[<]-oo>o	(('', '110'), ('1', '111'))
>-o>-oo	(('', '111'), ('010', '0'))
<-o>>-oo	(('', '111'), ('100', '1'))
>>>-o<-oo	(('', '111'), ('110', '1'))
>+[<-o]>o	(('', '111'), ('111', '1'))
[<-]-ooo	(('', '111'), ('0', '000'))
<-[>]<oo<o	(('', '111'), ('0', '001'))
[o<-o-]-ooo	(('', '111'), ('0', '010'))
<-[>]<o<oo	(('', '111'), ('0', '011'))
>-o[<]>oo	(('', '111'), ('0', '100'))
>+[+[o<]+]	(('', '111'), ('0', '101'))
>-oo[<]>o	(('', '111'), ('0', '110'))
+>>[<-o]	(('0', ''), ('011', '001'))
>[o+]>o	(('0', ''), ('100', '010'))
>[>+o-o]	(('0', ''), ('100', '100'))
>[+o>o]	(('0', ''), ('000', '101'))
>>o<o>o	(('0', ''), ('001', '101'))
>>[<+o]	(('0', ''), ('000', '110'))
>>[<-o]	(('1', ''), ('111', '001'))
->>[<+o]	(('1', ''), ('100', '110'))
<+o>>oo	(('', '0'), ('101', '000'))
>[-o>]+o	(('', '0'), ('111', '000'))
<+o>o>o	(('', '0'), ('010', '001'))
>[o<-]+o	(('', '0'), ('101', '001'))
>[o<]+o	(('', '0'), ('100', '010'))
>>[o+]+o	(('', '0'), ('110', '010'))
>+o>oo	(('', '0'), ('100', '100'))
>+o-o>o	(('', '0'), ('101', '101'))
+[>+o-]	(('', '0'), ('000', '110'))
+o>>o<o	(('', '0'), ('001', '110'))
[o>>]+o	(('', '0'), ('101', '110'))
>-o>oo	(('', '1'), ('010', '000'))
>[o<]-o	(('', '1'), ('001', '001'))
[o>>]-o	(('', '1'), ('010', '001'))
-o>>o<o	(('', '1'), ('110', '001'))
-[>-o+]	(('', '1'), ('111', '001'))
>-o+o>o	(('', '1'), ('010', '010'))
<-o>>oo	(('', '1'), ('100', '100'))
>>[o-]-o	(('', '1'), ('001', '101'))
>[o<+]-o	(('', '1'), ('010', '110'))
<-o>o>o	(('', '1'), ('100', '110'))
>[+o>]-o	(('', '1'), ('000', '111'))
o>>o	(('0', '0'), ('010', '00'))
>+o>[+o]	(('0', '0'), ('000', '11'))
[>]<o<o	(('0', '0'), ('011', '11'))
o>[<oo]	(('0', '0'), ('01', '000'))
o>[o+]	(('0', '0'), ('00', '001'))
o+>[<-o]	(('0', '0'), ('01', '001'))
>[o+]<o	(('0', '0'), ('00', '010'))
o>[o<]	(('0', '0'), ('01', '010'))
o>[+o<]	(('0', '0'), ('00', '011'))
>+o-[o+]	(('0', '0'), ('00', '101'))
>[<+o]+o	(('0', '0'), ('01', '101'))
>[+o<]+o	(('0', '0'), ('00', '110'))
>[oo>]+o	(('0', '0'), ('01', '110'))
-[+o>]+o	(('0', '0'), ('10', '110'))
o>o<-o	(('0', '0'), ('11', '110'))
>+o-[+o<]	(('0', '0'), ('00', '111'))
>[oo>]<o	(('0', '0'), ('01', '111'))
>+[o<-]o	(('0', '0'), ('1', '0011'))
-[o[<]-]+o	(('0', '0'), ('1', '0100'))
-[o+<-o]+o	(('0', '0'), ('1', '0110'))
>+o[<-]ooo	(('0', '0'), ('1', '0111'))
o-o[o+]	(('0', '0'), ('1', '1001'))
o-[o<-o-]	(('0', '0'), ('1', '1010'))
o-[o+o]	(('0', '0'), ('1', '1011'))
o-[<-o-oo]	(('0', '0'), ('1', '1100'))
o-[+o<+o]	(('0', '0'), ('1', '1101'))
[o-[<-o]]	(('0', '0'), ('1', '1110'))
o-[+ooo]	(('0', '0'), ('1', '1111'))
>[<o<]+o	(('011', '00'), ('1', '0'))
[-o>>]	(('1', '0'), ('111', '00'))
>[o+]+o	(('011', '10'), ('1', '0'))
+[>o]<+o	(('011', '11'), ('1', '0'))
>[<]+[o>]	(('01', '001'), ('1', '0'))
>[-o<]>+o	(('1', '0'), ('11', '001'))
>[o<]<-o	(('1', '0'), ('10', '011'))
>[o-]+o	(('1', '0'), ('11', '100'))
>+o-o<+o	(('00', '101'), ('1', '0'))
>+o-[o<]	(('1', '0'), ('10', '101'))
>[<o>+]+o	(('1', '0'), ('10', '110'))
+[o>o]<+o	(('01', '111'), ('1', '0'))
>+o-[<oo]	(('1', '0'), ('10', '111'))
>+o[<+]ooo	(('0', '0000'), ('1', '0'))
+[<+ooo]+o	(('0', '0001'), ('1', '0'))
>+o[<+][o>]	(('0', '0010'), ('1', '0'))
+[<+oo]+o>o	(('0', '0011'), ('1', '0'))
>+o<+o[o>]	(('0', '0110'), ('1', '0'))
+[o<]+o<oo	(('0', '1000'), ('1', '0'))
+[o<+]+o-o	(('0', '1010'), ('1', '0'))
+[o>]+o<oo	(('0', '1011'), ('1', '0'))
+[oo<+]>+o	(('0', '1100'), ('1', '0'))
+[ooo>]+o	(('0', '1110'), ('1', '0'))
>-o>[-o]	(('0', '1'), ('011', '00'))
+[<]>o>o	(('0', '1'), ('100', '00'))
>[o-]-o	(('0', '1'), ('000', '01'))
[+o>>]	(('0', '1'), ('000', '11'))
>[<o<]-o	(('0', '1'), ('100', '11'))
>[o<]<+o	(('0', '1'), ('00', '000'))
>-o+[<oo]	(('0', '1'), ('01', '000'))
+>[<+o]<o	(('0', '1'), ('10', '000'))
>[<o>-]-o	(('0', '1'), ('01', '001'))
>-o+[o<]	(('0', '1'), ('01', '010'))
>[<-o]-o	(('0', '1'), ('10', '010'))
>-o+o<-o	(('0', '1'), ('11', '010'))
>[o+]-o	(('0', '1'), ('00', '011'))
>[+o<]>-o	(('0', '1'), ('00', '110'))
>[<]-[o>]	(('0', '1'), ('10', '110'))
-[oo<+]-o	(('0', '1'), ('1', '0000'))
-[ooo>]-o	(('0', '1'), ('1', '0001'))
-[oo<-]>-o	(('0', '1'), ('1', '0011'))
-[o>]-o<oo	(('0', '1'), ('1', '0100'))
-[o<-]-o+o	(('0', '1'), ('1', '0101'))
-[o<]-o<oo	(('0', '1'), ('1', '0111'))
>-o<-o[o>]	(('0', '1'), ('1', '1001'))
-[<-oo]-o>o	(('0', '1'), ('1', '1100'))
>-o[<-][o>]	(('0', '1'), ('1', '1101'))
-[<-ooo]-o	(('0', '1'), ('1', '1110'))
>-o[<-]ooo	(('0', '1'), ('1', '1111'))
>-o+[-o<]	(('1', '1'), ('11', '000'))
o>o<+o	(('00', '001'), ('1', '1'))
+[-o>]-o	(('01', '001'), ('1', '1'))
>[oo>]-o	(('1', '1'), ('10', '001'))
>[-o<]-o	(('1', '1'), ('11', '001'))
>-o+[o-]	(('1', '1'), ('11', '010'))
>[o-]<o	(('01', '100'), ('1', '1'))
o>[-o<]	(('1', '1'), ('11', '100'))
o->[<+o]	(('1', '1'), ('10', '110'))
o>[o-]	(('1', '1'), ('11', '110'))
o+[-ooo]	(('0', '0000'), ('1', '1'))
[o+[<+o]]	(('0', '0001'), ('1', '1'))
o+[-o<-o]	(('0', '0010'), ('1', '1'))
o+[<+o+oo]	(('0', '0011'), ('1', '1'))
o+[o-o]	(('0', '0100'), ('1', '1'))
o+[o<+o+]	(('0', '0101'), ('1', '1'))
o+o[o-]	(('0', '0110'), ('1', '1'))
>-o[<+]ooo	(('0', '1000'), ('1', '1'))
+[o-<+o]-o	(('0', '1001'), ('1', '1'))
+[o[<]+]-o	(('0', '1011'), ('1', '1'))
>-[o<+]o	(('0', '1100'), ('1', '1'))
>-[+[o<]]	(('0', ''), ('00', ''), ('01', '10'))
>-[+oo]	(('0', ''), ('00', ''), ('01', '11'))
>-[+[o-]]	(('0', ''), ('10', ''), ('11', '10'))
-[-<]>oo	(('', '00'), ('0', ''), ('00', '00'))
[>]<+<oo	(('', '00'), ('0', ''), ('01', '00'))
-[-oo]>[o+]	(('', '00'), ('0', ''), ('00', '01'))
[+>]<+o<o	(('', '00'), ('0', ''), ('01', '01'))
+>+[<+]o>>o	(('', '00'), ('0', ''), ('10', '01'))
>-[<]>-o>+o	(('', '00'), ('0', ''), ('11', '01'))
-[-<]+>[o<]	(('', '00'), ('0', ''), ('01', '10'))
-[>+o>+o>]	(('', '00'), ('0', ''), ('10', '10'))
[>]<+<o>+o	(('', '00'), ('0', ''), ('11', '10'))
>-[<]>-oo	(('', '00'), ('0', ''), ('00', '11'))
-[>+oo>]	(('', '00'), ('0', ''), ('10', '11'))
-[<+o>-]>oo	(('', '01'), ('0', ''), ('00', '00'))
[>]+<+<o>+o	(('', '01'), ('0', ''), ('01', '00'))
-[-<]>[o+]	(('', '01'), ('0', ''), ('00', '01'))
[>]<+<[o+]	(('', '01'), ('0', ''), ('01', '01'))
>-<[>]<+o<+<o	(('', '01'), ('0', ''), ('00', '10'))
[+>]-<+<o>o	(('', '01'), ('0', ''), ('01', '10'))
-[>+o<o<]	(('', '01'), ('0', ''), ('10', '10'))
-[>[o<]+<]	(('', '01'), ('0', ''), ('11', '10'))
>-[-<]-<+o>o	(('', '01'), ('0', ''), ('00', '11'))
+[>[o<]+<+]	(('', '01'), ('0', ''), ('01', '11'))
-[>+o>-o>]	(('', '01'), ('0', ''), ('10', '11'))
-[+[o>]<+o]	(('', '01'), ('0', ''), ('11', '11'))
[>]<-o-<o	(('', '10'), ('0', ''), ('01', '00'))
-[o-]>[o+]	(('', '10'), ('0', ''), ('00', '01'))
-[o<]->[<-o]	(('', '10'), ('0', ''), ('01', '01'))
>+<-[o>]	(('', '10'), ('0', ''), ('10', '01'))
+[+[o-]>]	(('', '10'), ('0', ''), ('00', '10'))
-[<]>[o-]	(('', '10'), ('0', ''), ('01', '10'))
-[o-]>[<-o]	(('', '10'), ('0', ''), ('00', '11'))
>+[<-]o>>o	(('', '10'), ('0', ''), ('10', '11'))
-[>]<o-<+o	(('', '10'), ('0', ''), ('11', '11'))
>[o+]<-oo	(('', '11'), ('0', ''), ('00', '01'))
[>]-<-[o>]	(('', '11'), ('0', ''), ('01', '01'))
>[<+o]<-oo	(('', '11'), ('0', ''), ('00', '10'))
>[<]<-oo	(('', '11'), ('0', ''), ('00', '11'))
[>[<-]o]	(('00', ''), ('1', ''), ('10', '10'))
-[>[o<]]	(('00', ''), ('1', ''), ('11', '10'))
>[<-]oo	(('00', ''), ('1', ''), ('10', '11'))
+>[<+o]	(('01', ''), ('1', ''), ('11', '00'))
>[-[o<]]	(('1', ''), ('10', ''), ('11', '01'))
>[<]<+oo	(('', '00'), ('1', ''), ('11', '00'))
>[<-o]<+oo	(('', '00'), ('1', ''), ('11', '01'))
[>]+<+[o>]	(('', '00'), ('1', ''), ('10', '10'))
>[o-]<+oo	(('', '00'), ('1', ''), ('11', '10'))
+[o+]>[<+o]	(('', '01'), ('1', ''), ('11', '00'))
+[<]>[o+]	(('', '01'), ('1', ''), ('10', '01'))
-[-[o+]>]	(('', '01'), ('1', ''), ('11', '01'))
+[o<]+>[<+o]	(('', '01'), ('1', ''), ('10', '10'))
+[o+]>[o-]	(('', '01'), ('1', ''), ('11', '10'))
[>]<+o+<o	(('', '01'), ('1', ''), ('10', '11'))
+[<-o>+]>oo	(('', '10'), ('1', ''), ('10', '00'))
>+[+<]+<-o>o	(('', '10'), ('1', ''), ('11', '00'))
[->]+<-<o>o	(('', '10'), ('1', ''), ('10', '01'))
>+<[>]<-o<-<o	(('', '10'), ('1', ''), ('11', '01'))
[>]<-<[o-]	(('', '10'), ('1', ''), ('10', '10'))
+[+<]>[o-]	(('', '10'), ('1', ''), ('11', '10'))
[>]-<+<>o<o	(('', '10'), ('1', ''), ('10', '11'))
+[+<]>oo	(('', '11'), ('1', ''), ('10', '00'))
>+[<]>+oo	(('', '11'), ('1', ''), ('11', '00'))
+[+<]->[o<]	(('', '11'), ('1', ''), ('10', '01'))
[->]<-o<o	(('', '11'), ('1', ''), ('10', '10'))
+[+oo]>[o-]	(('', '11'), ('1', ''), ('11', '10'))
->[<o-]+o	(('', '0'), ('00', ''), ('10', '00'))
>-[>+o<<]	(('', '0'), ('00', ''), ('01', '01'))
+>-[<o>+]	(('', '0'), ('00', ''), ('01', '11'))
+>[<+]+<o<o	(('', '0'), ('00', ''), ('11', '11'))
[-oo]>+o	(('', '0'), ('01', ''), ('11', '00'))
>[<-]>+o>o	(('', '0'), ('01', ''), ('11', '11'))
>[-oo]<+o	(('', '0'), ('10', ''), ('11', '00'))
>-[-[>]<o]	(('', '0'), ('10', ''), ('11', '10'))
>+[<+o<]<oo	(('', '0'), ('10', ''), ('11', '11'))
>-[>-o<+]	(('', '1'), ('00', ''), ('01', '10'))
-[>]<o<o	(('', '1'), ('00', ''), ('11', '10'))
>-[>-o<-<]	(('', '1'), ('00', ''), ('01', '11'))
-[>>-o+<]	(('', '1'), ('00', ''), ('10', '11'))
+[+o>]>oo	(('', '1'), ('01', ''), ('11', '11'))
>+[+o<]<oo	(('', '1'), ('10', ''), ('11', '11'))
-[<+o]>-o	(('', '00'), ('00', ''), ('01', '0'))
